"","carat","cut","color","clarity","depth","table","price","x","y","z"
"782",0.6,"Ideal","E","VVS2",61.9,54.9,2860,5.41,5.44,3.35
"40144",0.49,"Very Good","F","SI1",62.5,57,1116,4.99,5.02,3.13
"8800",1.03,"Very Good","G","SI2",59.2,63,4473,6.55,6.6,3.89
"41212",0.53,"Premium","G","SI1",62.1,62,1206,5.15,5.13,3.19
"22841",1.74,"Premium","H","SI2",59.9,59,10874,7.88,7.8,4.7
"30573",0.31,"Ideal","E","VS1",60.9,57,734,4.39,4.41,2.68
"3375",0.25,"Ideal","G","SI1",62.3,57,407,4.03,4.09,2.53
"45515",0.52,"Ideal","E","SI1",61,57,1682,5.22,5.2,3.18
"27215",1.57,"Ideal","E","VS2",60.5,57,17548,7.53,7.57,4.57
"17426",1.08,"Premium","G","VS1",62.7,56,6982,6.55,6.52,4.1
"5980",1,"Fair","I","VS1",64,49,3951,6.43,6.39,4.1
"7356",1.12,"Ideal","D","I1",60.6,55,4215,6.76,6.73,4.09
"7252",1.01,"Premium","F","SI2",62.7,56,4197,6.4,6.35,4
"41048",0.51,"Ideal","G","SI2",62,56,1188,5.13,5.16,3.19
"13931",1,"Good","G","VS2",59.9,57,5667,6.45,6.51,3.88
"50560",0.72,"Premium","H","SI1",62.7,59,2277,5.69,5.73,3.58
"26041",1.5,"Premium","D","VS2",61.8,60,15240,7.37,7.3,4.53
"2391",0.32,"Ideal","G","VS2",62,57,561,4.37,4.4,2.72
"3562",0.9,"Very Good","J","VS1",62.4,58,3418,6.15,6.19,3.85
"15117",1.01,"Premium","D","SI1",61.8,58,6075,6.42,6.37,3.95
"5043",0.4,"Ideal","G","SI2",62.6,54,573,4.73,4.76,2.97
"11772",1.2,"Very Good","J","SI1",62.5,58,5082,6.74,6.79,4.23
"36111",0.42,"Premium","E","SI1",59.8,61,926,4.89,4.85,2.91
"37248",0.43,"Good","D","VS2",59.9,61,976,4.84,4.88,2.91
"26995",2.07,"Ideal","G","SI2",62,55,17095,8.23,8.13,5.07
"42241",0.54,"Ideal","G","SI1",62.6,57,1292,5.18,5.21,3.25
"27334",2,"Ideal","I","VS1",62,57,17889,8.04,7.99,4.97
"38805",0.31,"Premium","G","VVS1",60.5,60,1046,4.4,4.33,2.64
"6899",0.73,"Ideal","D","VS2",60.7,57,4134,5.84,5.88,3.55
"28037",0.3,"Ideal","E","VS2",61.8,56,658,4.29,4.32,2.66
"21750",1.55,"Very Good","H","SI1",61.6,54,9818,7.41,7.47,4.58
"51907",0.73,"Ideal","E","SI2",60.4,56,2434,5.81,5.89,3.54
"42714",0.56,"Good","F","SI1",63.2,56,1340,5.24,5.29,3.33
"43003",0.52,"Premium","E","SI1",60.3,58,1369,5.2,5.24,3.15
"22981",1.51,"Very Good","G","SI1",59.6,60,11029,7.43,7.47,4.44
"16835",1.01,"Very Good","E","VS2",62.9,60,6714,6.36,6.4,4.01
"41368",0.5,"Very Good","F","SI1",63.2,57,1220,5.03,5.06,3.19
"4748",0.92,"Premium","F","SI1",62.6,59,3684,6.23,6.19,3.89
"44322",0.33,"Ideal","I","VS1",61.6,57,521,4.41,4.46,2.73
"2638",0.71,"Ideal","H","VS1",61.4,56,3229,5.74,5.78,3.54
"30271",0.31,"Good","H","SI1",63.1,57,446,4.31,4.34,2.73
"1090",0.59,"Ideal","E","VVS2",61.1,57,2911,5.39,5.41,3.3
"19842",1.21,"Very Good","F","VS2",62.9,54,8403,6.78,6.82,4.28
"25994",2,"Premium","J","VVS2",63,59,15214,8,7.97,5.03
"41375",0.51,"Good","F","SI1",63.6,56,1220,5.08,5.11,3.24
"36845",0.37,"Premium","F","VS2",59.8,59,957,4.66,4.63,2.78
"7532",0.84,"Premium","F","VVS2",60.4,62,4243,6.15,6.1,3.7
"40580",0.54,"Ideal","G","SI2",60.4,59,1153,5.24,5.29,3.18
"34527",0.33,"Premium","G","VVS1",60.9,58,868,4.43,4.47,2.71
"19596",1.51,"Very Good","H","VS2",63.1,57,8219,7.24,7.21,4.56
"10283",1.11,"Premium","G","SI2",62.3,58,4755,6.65,6.61,4.13
"6214",0.9,"Ideal","H","SI2",62.1,55,4001,6.17,6.2,3.84
"39290",0.3,"Ideal","H","VS2",62.1,55,491,4.33,4.36,2.7
"22603",1.51,"Ideal","I","VS1",63.2,57,10655,7.4,7.28,4.62
"50479",0.52,"Ideal","G","IF",61.7,56,2267,5.15,5.19,3.19
"6714",0.3,"Very Good","G","SI1",60.1,58,413,4.31,4.34,2.6
"40112",0.41,"Premium","F","VVS2",60.1,59,1115,4.79,4.82,2.89
"11320",1.23,"Premium","J","VS2",62.9,59,4986,6.85,6.8,4.29
"19670",1.2,"Premium","E","VS2",62,59,8279,6.78,6.71,4.18
"26585",2.24,"Ideal","H","SI2",61.4,56,16300,8.38,8.43,5.16
"21137",1.52,"Premium","I","SI1",62.8,62,9295,7.29,7.23,4.56
"35288",0.36,"Premium","G","SI2",60.8,58,473,4.57,4.61,2.79
"17454",1.01,"Premium","F","VS1",61.3,58,6999,6.44,6.52,3.97
"41275",0.28,"Ideal","I","VS1",62,56,503,4.2,4.24,2.62
"35002",0.42,"Premium","G","SI1",60.6,62,882,4.85,4.82,2.93
"4937",1.11,"Fair","H","SI2",64.4,58,3730,6.55,6.5,4.2
"443",0.72,"Premium","E","VS2",58.3,58,2815,5.99,5.92,3.47
"48312",0.25,"Ideal","F","VS2",62.9,55,535,4.01,4.05,2.53
"26714",0.32,"Premium","F","VS2",61.5,58,645,4.39,4.42,2.71
"49128",0.56,"Ideal","D","VS2",61.2,56,2066,5.35,5.3,3.26
"19384",1.47,"Very Good","J","VVS2",62.6,60,8055,7.17,7.24,4.51
"48470",0.74,"Very Good","J","VS2",62.3,55,1978,5.79,5.83,3.62
"23909",1.5,"Premium","F","SI1",62.2,58,12030,7.34,7.29,4.55
"15415",1.05,"Good","D","SI1",63.7,59,6174,6.42,6.38,4.08
"30807",0.3,"Very Good","G","IF",60.5,58,743,4.35,4.38,2.64
"44071",0.55,"Ideal","E","SI1",60.7,57,1551,5.27,5.3,3.21
"24270",2.1,"Premium","J","SI2",59.1,58,12494,8.46,8.4,4.98
"3819",0.9,"Premium","I","SI1",62.1,59,3468,6.2,6.17,3.84
"41776",0.53,"Good","E","SI1",56.7,59,1246,5.39,5.37,3.05
"25977",2.09,"Ideal","J","VS1",61.2,59,15172,8.31,8.22,5.06
"47500",0.47,"Ideal","H","IF",62.4,57,1865,4.97,5,3.11
"37096",0.41,"Ideal","E","SI1",62.5,55,969,4.77,4.73,2.97
"27033",0.32,"Ideal","G","VS1",61.9,55,645,4.39,4.43,2.73
"10811",1,"Very Good","E","SI1",62.1,57,4864,6.35,6.4,3.96
"19983",1.03,"Premium","F","VVS2",61.3,57,8527,6.53,6.49,3.99
"17348",1.12,"Ideal","H","SI1",61.6,56,6962,6.64,6.68,4.11
"2557",0.9,"Very Good","I","VS2",62.5,57,3209,6.12,6.2,3.85
"53342",0.84,"Very Good","F","SI2",62.8,57,2656,5.99,6.04,3.78
"47581",0.59,"Ideal","E","VS2",62.1,55,1875,5.4,5.42,3.36
"15009",1.26,"Ideal","G","SI2",60.9,55,6046,7.05,7,4.28
"12172",1.18,"Ideal","J","VS1",61.4,56,5182,6.79,6.82,4.18
"38673",0.44,"Ideal","E","SI1",62.6,56,1040,4.9,4.84,3.05
"49674",0.6,"Premium","F","VS1",59.4,58,2142,5.52,5.45,3.26
"52649",0.24,"Very Good","E","VVS2",61.6,59,552,3.98,4.01,2.46
"25702",0.35,"Ideal","D","SI1",60.8,55,644,4.56,4.59,2.78
"39127",0.41,"Ideal","G","VS2",61.4,54,1061,4.84,4.77,2.95
"35025",0.4,"Good","E","SI1",64.2,56,882,4.69,4.66,3
"21916",1.5,"Very Good","H","SI1",61,55,9987,7.35,7.44,4.51
"3075",0.96,"Good","J","VS2",63.9,58,3312,6.27,6.21,3.99
"49498",0.56,"Ideal","H","VVS2",61.8,56,2118,5.28,5.33,3.28
"45137",0.56,"Premium","E","SI1",62.5,59,1653,5.24,5.2,3.26
"40862",0.61,"Fair","J","VS2",58.2,56,1174,5.74,5.49,3.27
"15384",0.37,"Ideal","E","SI1",61.4,56,606,4.6,4.65,2.84
"2239",0.81,"Ideal","F","SI1",61.2,57,3146,6,6.05,3.69
"50988",0.31,"Ideal","G","VS2",62.7,57,544,4.31,4.34,2.71
"40022",0.32,"Ideal","E","VVS2",62.4,56,1109,4.43,4.39,2.75
"40693",0.5,"Good","D","SI2",63.2,56,1157,5.01,5.05,3.18
"49005",0.51,"Very Good","F","VVS2",62.7,56,2051,5.11,5.13,3.21
"37735",0.5,"Very Good","F","SI2",62.2,54,997,5.08,5.14,3.18
"8372",0.31,"Good","F","VS2",63.7,59,583,4.26,4.31,2.73
"1118",0.74,"Premium","F","VS1",62.5,60,2917,5.78,5.74,3.6
"36235",0.3,"Ideal","D","VVS1",61.8,55,933,4.33,4.35,2.68
"21323",1.35,"Premium","G","VS2",62.8,59,9471,7.04,7.01,4.41
"37182",0.32,"Premium","D","VS2",61.7,58,972,4.38,4.34,2.69
"51337",0.55,"Ideal","E","VVS2",61.1,57,2362,5.25,5.29,3.22
"33964",0.35,"Premium","G","VS1",62.6,56,845,4.52,4.49,2.82
"3913",0.78,"Premium","E","VS2",62.8,60,3494,5.86,5.79,3.66
"49268",0.77,"Premium","I","SI1",60.4,58,2089,5.96,5.99,3.61
"48045",0.7,"Very Good","E","SI1",63.3,58,1926,5.63,5.57,3.55
"17894",1,"Ideal","G","VS1",62.5,54,7223,6.41,6.45,4.02
"6742",0.33,"Premium","E","SI1",60.4,59,579,4.43,4.47,2.69
"12384",0.35,"Ideal","I","VVS2",61.5,55,598,4.53,4.57,2.8
"27528",2.13,"Ideal","H","SI1",62.2,55,18275,8.2,8.27,5.12
"47994",0.32,"Ideal","J","IF",62.2,55,533,4.4,4.44,2.75
"37695",0.41,"Premium","J","VVS1",60.1,58,994,4.83,4.79,2.89
"32632",0.28,"Good","E","VS1",63.1,55,458,4.15,4.18,2.63
"45782",0.56,"Ideal","D","SI1",61.3,55,1708,5.32,5.35,3.27
"20300",1.5,"Very Good","J","VVS2",61.5,60,8712,7.27,7.31,4.48
"41587",0.3,"Ideal","I","VS2",62.1,58,389,4.27,4.29,2.66
"39514",0.32,"Premium","E","VVS2",59.9,58,1080,4.5,4.45,2.68
"29945",0.27,"Very Good","H","VVS2",61.2,58,445,4.16,4.2,2.56
"28887",0.3,"Very Good","H","VVS1",63,54,684,4.27,4.3,2.7
"39153",0.5,"Ideal","D","SI2",61.3,54,1063,5.11,5.03,3.11
"37892",0.46,"Very Good","F","SI1",63.1,56,1006,4.9,4.87,3.08
"21966",1.54,"Very Good","G","SI1",61.3,59,10036,7.38,7.41,4.53
"30047",0.41,"Very Good","G","SI1",62.5,57,719,4.69,4.72,2.94
"48096",0.51,"Ideal","G","VVS1",60.4,57,1933,5.2,5.22,3.15
"8258",1.01,"Ideal","I","VS2",64.1,58,4378,6.27,6.21,4
"43556",0.52,"Ideal","D","SI1",62.2,54,1429,5.14,5.18,3.21
"25115",2.02,"Very Good","H","SI2",63.1,54,13655,8.09,7.99,5.07
"27933",0.24,"Very Good","E","VS1",61.7,60,430,3.97,4,2.46
"8387",0.35,"Good","F","SI1",63.1,56,583,4.46,4.51,2.83
"24514",2.04,"Premium","G","SI2",61.3,60,12794,8.18,8.13,5
"25921",2,"Good","I","SI1",63,61,15072,7.93,7.97,5.01
"40397",0.5,"Very Good","H","SI1",60.9,61,1133,5.06,5.15,3.11
"2021",0.78,"Ideal","I","VS1",60.7,56,3105,5.97,6.03,3.64
"25067",2.01,"Fair","H","SI2",61.2,66,13587,8.21,8.09,4.98
"45646",0.25,"Ideal","G","VVS2",61.9,55,525,4.07,4.1,2.53
"37803",0.43,"Good","H","VVS1",60,61,1000,4.91,4.93,2.95
"699",0.82,"Premium","I","VS1",61.9,58,2853,5.99,5.97,3.7
"41038",0.41,"Premium","E","VVS2",61.8,59,1187,4.74,4.78,2.94
"772",0.71,"Fair","D","VS2",56.9,65,2858,5.89,5.84,3.34
"34212",0.33,"Ideal","D","VS2",62.3,54,855,4.46,4.43,2.77
"19856",1.18,"Ideal","G","VS1",61.3,56,8414,6.81,6.83,4.17
"20546",1.55,"Premium","I","SI1",62.5,60,8866,7.33,7.35,4.59
"11314",1.15,"Premium","G","SI2",62.2,60,4985,6.69,6.66,4.15
"21136",1.56,"Ideal","I","VS2",62.5,57,9295,7.4,7.36,4.63
"26317",1.52,"Very Good","F","VS1",63.8,56,15819,7.25,7.3,4.64
"23050",1.32,"Ideal","G","VS1",61.7,56,11079,7.03,7.11,4.36
"35370",0.41,"Premium","G","VS1",62.5,59,899,4.73,4.77,2.97
"36009",0.31,"Ideal","F","IF",61.1,54,921,4.39,4.42,2.69
"37719",0.34,"Premium","G","VVS2",61.4,59,995,4.52,4.47,2.76
"28585",0.3,"Premium","G","VS2",61.9,58,675,4.33,4.3,2.67
"4573",0.76,"Ideal","G","VS1",61.3,54,3648,5.88,5.94,3.62
"1613",0.72,"Ideal","E","SI1",61,57,3012,5.77,5.8,3.53
"4859",0.91,"Very Good","G","SI1",63.5,61,3710,6.1,6.05,3.86
"48143",0.6,"Good","F","VS2",58.8,60.7,1940,5.52,5.55,3.25
"42954",0.3,"Premium","J","VS1",62.6,58,506,4.31,4.28,2.69
"47255",0.51,"Ideal","G","VVS2",62.9,57,1842,5.12,5.06,3.2
"46746",0.6,"Premium","D","SI1",62.9,58,1799,5.39,5.33,3.37
"27921",0.37,"Very Good","G","VS1",58.4,59,657,4.76,4.69,2.76
"46268",0.54,"Ideal","E","VS2",62.2,55,1754,5.21,5.24,3.25
"2581",0.7,"Premium","D","VS1",62.9,59,3214,5.72,5.66,3.58
"10274",1.03,"Ideal","D","SI2",60.7,55,4752,6.53,6.61,3.99
"25306",2.19,"Good","G","SI1",63.7,56,13978,8.26,8.17,5.23
"37231",0.4,"Ideal","E","VS2",62.9,55,975,4.73,4.72,2.97
"5836",0.95,"Ideal","I","SI2",61.2,56,3918,6.33,6.37,3.89
"43649",0.51,"Good","E","SI1",63.6,58,1434,5,4.97,3.17
"28816",0.41,"Ideal","H","SI1",61.2,56,683,4.77,4.81,2.93
"19500",1.03,"Ideal","F","VS1",62.3,57,8133,6.45,6.52,4.04
"33986",0.42,"Ideal","G","VS2",62.2,56,847,4.8,4.82,2.99
"24459",2.14,"Ideal","H","SI2",63,55,12720,8.25,8.23,5.19
"50861",0.54,"Premium","E","VVS2",61,59,2313,5.28,5.27,3.22
"5596",1.01,"Fair","H","SI1",65.3,61,3869,6.23,6.18,4.05
"21893",1.5,"Very Good","I","VS2",63.8,59,9960,7.29,7.23,4.63
"45249",0.43,"Ideal","D","VVS1",62.3,56,1659,4.82,4.81,3
"2619",0.68,"Good","G","VVS1",61.9,55,3225,5.63,5.68,3.5
"6425",0.9,"Premium","H","VS2",60.6,60,4044,6.24,6.3,3.8
"43168",0.42,"Ideal","D","VVS2",62.6,56,1389,4.79,4.77,2.99
"39575",0.46,"Very Good","E","VS2",61.3,57,1081,4.99,5.02,3.07
"36007",0.31,"Ideal","F","IF",62.3,54,921,4.33,4.34,2.7
"1888",0.71,"Very Good","F","SI2",61.4,56,3075,5.71,5.73,3.51
"49413",0.7,"Very Good","I","VVS2",58.6,60,2106,5.79,5.91,3.43
"14548",1.06,"Ideal","E","SI1",58.8,57,5877,6.71,6.66,3.93
"17674",1.27,"Very Good","H","SI1",62.3,58,7125,6.87,6.94,4.3
"5202",0.73,"Ideal","E","VVS2",62,57,3780,5.73,5.79,3.57
"42799",0.5,"Very Good","G","VS2",62,57,1351,5.04,5.12,3.15
"43052",0.41,"Ideal","D","VVS1",61.7,55,1376,4.77,4.8,2.95
"6628",1.28,"Good","H","SI2",56.8,62,4086,7.22,7.16,4.08
"53813",0.75,"Very Good","F","SI1",63.4,58,2734,5.75,5.79,3.66
"52163",0.55,"Ideal","G","VVS1",61.5,55,2473,5.28,5.26,3.24
"34233",0.4,"Very Good","E","SI2",63.2,57,855,4.68,4.66,2.95
"24434",1.65,"Very Good","H","VS1",62,54,12686,7.55,7.62,4.7
"40211",0.31,"Premium","F","IF",61.6,58,1122,4.37,4.33,2.68
"32934",0.41,"Ideal","G","VS2",61.7,54,811,4.78,4.81,2.96
"29832",0.31,"Ideal","E","VVS2",61.8,58,710,4.3,4.34,2.67
"48579",0.54,"Ideal","D","VS2",61.1,56,1993,5.29,5.25,3.22
"9988",1.12,"Premium","I","SI1",60.8,57,4704,6.76,6.7,4.09
"39198",0.43,"Ideal","D","SI1",61.5,56,1064,4.87,4.82,2.98
"20308",1.12,"Premium","G","VVS2",62.6,59,8721,6.61,6.58,4.13
"31787",0.42,"Ideal","H","VS2",62.5,57,773,4.76,4.81,2.99
"3108",0.69,"Very Good","G","VVS1",60.8,55,3323,5.74,5.77,3.5
"33845",0.3,"Ideal","G","IF",61.8,57,844,4.28,4.31,2.65
"18122",1.23,"Ideal","E","SI2",62.1,55,7336,6.91,6.84,4.27
"9897",0.9,"Good","H","VS2",58.2,59,4685,6.36,6.33,3.69
"18346",1.01,"Premium","F","VS1",62.5,58,7465,6.37,6.42,4
"42011",0.51,"Premium","E","SI2",61.8,58,1265,5.11,5.08,3.15
"50094",0.57,"Ideal","G","VVS2",61.7,54,2206,5.41,5.32,3.31
"44994",0.31,"Premium","I","SI1",60.7,60,523,4.37,4.33,2.64
"19640",1.3,"Premium","F","SI1",61.1,53,8256,7.17,7.04,4.34
"49995",0.58,"Premium","E","VS1",61.8,55,2192,5.39,5.35,3.32
"18710",0.27,"Very Good","E","VVS2",61.7,58,620,4.12,4.15,2.55
"12540",1.5,"Fair","J","SI2",65.5,60,5268,7.07,7.03,4.62
"39599",0.34,"Ideal","E","VVS1",61.9,56,1084,4.51,4.47,2.78
"25705",0.35,"Ideal","D","SI1",61.6,57,644,4.54,4.55,2.8
"6499",0.93,"Premium","G","SI1",61,59,4062,6.34,6.28,3.85
"2172",0.71,"Ideal","D","VS2",61.2,56,3135,5.76,5.78,3.53
"4560",0.9,"Very Good","I","VS1",62.2,58,3644,6.13,6.18,3.83
"15584",1.2,"Premium","F","SI1",62.4,58,6250,6.81,6.75,4.23
"41353",0.43,"Ideal","H","VS2",62.5,56,1218,4.81,4.85,3.02
"36451",0.31,"Premium","D","VS2",61.2,59,942,4.37,4.32,2.66
"50424",0.83,"Very Good","G","SI2",63.1,61,2259,5.96,5.92,3.75
"2417",0.72,"Ideal","H","VVS1",61.8,55,3180,5.74,5.78,3.56
"14304",1.21,"Premium","H","SI1",62.8,59,5793,6.72,6.68,4.21
"40030",0.5,"Ideal","I","VS2",62,55,1110,5.1,5.12,3.17
"11341",1.01,"Premium","F","SI1",59.7,61,4989,6.55,6.49,3.89
"26741",1.7,"Premium","G","VS1",61,59,16521,7.7,7.64,4.68
"30584",0.31,"Ideal","D","VS2",62.2,57,734,4.31,4.34,2.69
"23566",1.57,"Premium","H","VS2",61,59,11575,7.54,7.5,4.59
"18216",1.03,"Ideal","F","VS2",62.3,56,7392,6.43,6.45,4.01
"19156",1.19,"Ideal","D","VS2",60.4,56,7916,6.87,6.93,4.17
"26519",1.54,"Ideal","G","VVS1",60.8,57,16169,7.45,7.49,4.54
"51776",0.74,"Ideal","F","SI2",61.6,55,2410,5.81,5.87,3.6
"28979",0.25,"Very Good","E","VS2",63.3,56,436,4.01,4.05,2.55
"30520",0.35,"Very Good","H","VVS1",61.1,56,733,4.54,4.57,2.78
"39646",0.47,"Premium","G","SI1",58.8,58,1086,5.11,5.06,2.99
"29600",0.35,"Premium","H","VVS2",62.7,58,706,4.46,4.5,2.81
"6731",0.25,"Premium","H","VVS1",60.1,62,577,4.11,4.08,2.46
"15299",1.29,"Premium","I","SI1",62.1,58,6140,7.07,6.91,4.34
"23076",1.52,"Ideal","G","SI1",60.3,57,11105,7.47,7.51,4.52
"8359",0.77,"Very Good","F","VVS1",60.2,58,4399,5.93,5.97,3.58
"9796",1.24,"Ideal","J","SI2",61.6,57,4666,6.89,6.87,4.24
"14580",1.27,"Ideal","J","VS1",61.4,59,5885,6.95,6.97,4.27
"49011",0.57,"Premium","F","SI1",62.1,59,2052,5.31,5.28,3.29
"47754",0.54,"Ideal","D","VS2",62.6,57,1892,5.18,5.24,3.26
"52745",0.71,"Ideal","I","VVS1",62.4,55,2559,5.69,5.76,3.57
"22968",1.59,"Very Good","I","VS1",61.2,57.8,11018,7.5,7.52,4.6
"5081",0.91,"Ideal","I","VS2",62.2,56,3751,6.22,6.18,3.86
"24545",1.51,"Premium","G","VS1",62.4,60,12831,7.3,7.34,4.57
"40922",0.3,"Very Good","E","SI1",60.9,58,499,4.31,4.33,2.63
"22150",2.01,"Very Good","H","SI2",63.1,59,10184,7.96,7.88,5
"11574",1.15,"Ideal","I","VS2",61.7,59,5038,6.68,6.73,4.14
"26293",1.52,"Good","E","VS1",64,55,15792,7.27,7.19,4.63
"13730",0.27,"Premium","E","VS1",61.5,58,603,4.22,4.17,2.58
"31884",0.3,"Ideal","G","VS1",59.9,56,776,4.41,4.37,2.63
"39402",0.41,"Ideal","G","VVS2",62.2,56,1076,4.8,4.75,2.97
"39914",0.73,"Fair","H","I1",66.2,56,1104,5.62,5.46,3.69
"33633",0.37,"Premium","E","SI1",60.6,54,833,4.68,4.63,2.82
"28568",0.3,"Premium","H","VS1",62.3,58,675,4.28,4.26,2.66
"9079",1.08,"Ideal","I","SI1",62.1,59,4521,6.57,6.53,4.07
"51206",0.73,"Ideal","G","SI1",62.1,54,2351,5.81,5.76,3.59
"22673",1.26,"Ideal","G","VVS1",62.1,57,10720,6.91,7.01,4.32
"7802",1.02,"Very Good","G","SI2",62.9,59,4291,6.38,6.4,4.02
"39037",0.37,"Ideal","G","IF",61.4,55,1056,4.63,4.66,2.85
"17555",1.55,"Very Good","H","SI1",63.2,57,7066,7.35,7.31,4.64
"1027",0.79,"Very Good","F","SI1",63,54,2904,5.91,5.94,3.73
"21720",0.32,"Ideal","H","VVS2",61.6,55,628,4.43,4.46,2.74
"36135",0.33,"Premium","E","VS2",60.7,58,928,4.49,4.47,2.72
"35606",0.31,"Premium","H","VVS1",62.6,58,907,4.33,4.29,2.7
"44968",0.53,"Very Good","D","SI1",63.4,58,1636,5.15,5.11,3.25
"15459",1,"Very Good","D","VS2",61.2,61,6190,6.35,6.39,3.9
"39500",0.5,"Ideal","F","SI2",61.6,54,1079,5.09,5.14,3.15
"3948",0.8,"Premium","F","VS2",62.1,60,3502,5.92,5.86,3.66
"36630",0.24,"Very Good","F","VVS1",61.8,58,478,3.95,3.98,2.45
"29608",0.35,"Ideal","H","VVS2",59.2,56,706,4.6,4.65,2.74
"34384",0.41,"Ideal","I","VVS1",61.3,56,863,4.8,4.85,2.96
"14293",1.23,"Premium","G","VS1",62.2,58,5786,6.78,6.74,4.27
"20632",1.39,"Premium","F","SI1",62.4,59,8925,7.14,7.09,4.44
"28348",0.33,"Ideal","G","VS1",61.7,56,666,4.44,4.47,2.75
"21456",1.05,"Ideal","G","VVS2",61.4,56,9555,6.54,6.59,4.03
"33161",0.31,"Ideal","E","VVS2",61.6,55,816,4.35,4.38,2.69
"44204",0.51,"Good","F","VS2",63.2,56.5,1569,5.05,5.08,3.2
"12090",1.23,"Ideal","F","SI2",61.9,56,5163,6.89,6.93,4.28
"17649",1.52,"Very Good","J","VS2",63.1,61,7109,7.23,7.19,4.55
"12713",0.26,"Ideal","E","VVS2",61.5,56,599,4.08,4.11,2.52
"1451",0.71,"Very Good","G","VVS2",60.8,58,2977,5.75,5.77,3.5
"34609",0.27,"Ideal","D","VS2",60.2,57,470,4.19,4.21,2.53
"43288",0.31,"Ideal","H","VS2",61.7,55,507,4.34,4.38,2.69
"46439",0.58,"Ideal","F","VS1",61.9,54,1772,5.33,5.37,3.31
"30048",0.41,"Premium","G","SI1",62.7,58,719,4.7,4.74,2.96
"21956",1.51,"Premium","G","SI1",62,58,10020,7.31,7.26,4.52
"30055",0.41,"Premium","G","SI1",62.6,59,719,4.72,4.77,2.97
"5728",0.25,"Very Good","D","VVS2",61.3,59,575,4.07,4.12,2.51
"41953",0.23,"Very Good","F","VVS2",62.9,57,505,3.9,3.95,2.47
"30629",0.26,"Ideal","H","VS1",61.9,55,448,4.1,4.13,2.55
"38810",0.31,"Very Good","G","VVS1",63.5,57,1046,4.33,4.3,2.74
"20749",1.5,"Premium","E","SI2",62.7,56,8988,7.38,7.33,4.61
"28557",0.3,"Premium","H","VS1",60.4,61,675,4.34,4.3,2.61
"7372",1.03,"Ideal","J","SI1",62.1,55,4221,6.46,6.51,4.03
"31434",0.3,"Ideal","H","IF",61.6,57,764,4.31,4.33,2.66
"32965",0.32,"Premium","H","SI1",62.3,60,461,4.36,4.4,2.73
"43755",0.61,"Premium","I","VS2",61.8,56,1438,5.44,5.41,3.35
"8463",1.1,"Very Good","H","SI1",62.5,56,4414,6.56,6.63,4.12
"37003",0.55,"Very Good","J","SI1",62.5,57,965,5.22,5.24,3.27
"22818",1.2,"Ideal","G","VVS2",61.2,56,10846,6.92,6.89,4.23
"1594",0.8,"Ideal","I","VS1",60.7,59,3010,5.98,6.02,3.64
"16027",0.3,"Premium","I","VS1",60.5,60,608,4.33,4.3,2.61
"42806",0.59,"Ideal","J","VS2",60.8,57,1352,5.47,5.42,3.31
"17430",1.5,"Very Good","J","SI1",62.5,58,6987,7.24,7.29,4.54
"44847",0.52,"Good","E","VS2",64.3,56,1625,5.02,5.14,3.27
"43130",0.51,"Very Good","D","SI1",62.3,63,1387,5.08,5.03,3.15
"9225",1.1,"Premium","H","SI2",62.6,57,4558,6.6,6.56,4.12
"21606",1.52,"Ideal","G","SI1",60.7,57,9704,7.41,7.38,4.49
"29942",0.29,"Very Good","H","VS1",62.2,56,444,4.24,4.27,2.64
"29926",0.31,"Ideal","D","VS1",60.6,57,713,4.36,4.39,2.65
"53468",0.64,"Ideal","E","VS1",60.8,56,2679,5.61,5.59,3.41
"44686",0.73,"Good","I","SI2",63.7,57,1610,5.76,5.67,3.63
"27740",2.8,"Good","G","SI2",63.8,58,18788,8.9,8.85,0
"12323",1.01,"Very Good","E","SI1",59.5,60,5224,6.49,6.55,3.88
"17383",0.34,"Premium","E","SI2",62.4,59,612,4.46,4.42,2.77
"8288",1.01,"Ideal","G","SI2",61,56,4383,6.48,6.54,3.97
"42465",0.5,"Very Good","E","SI1",61.5,62,1316,5.06,5.09,3.12
"49820",0.73,"Ideal","I","VS1",62.1,54,2167,5.77,5.8,3.59
"28516",0.32,"Ideal","I","IF",60.8,54,673,4.44,4.47,2.71
"28590",0.3,"Ideal","G","VS2",61.3,56,675,4.3,4.28,2.63
"9553",1.26,"Ideal","I","SI2",59.6,57,4620,7.01,7.04,4.19
"45794",0.51,"Very Good","G","VS1",63.4,57,1709,5.08,5.04,3.21
"30484",0.31,"Ideal","D","SI1",61,57,732,4.41,4.38,2.68
"5942",1.03,"Premium","H","SI1",61.8,58,3945,6.47,6.41,3.98
"13096",1.21,"Premium","H","SI2",62.6,61,5421,6.75,6.7,4.21
"48926",0.7,"Very Good","G","SI1",61.9,56,2042,5.68,5.73,3.53
"50828",0.73,"Premium","F","SI2",61.6,58,2309,5.79,5.73,3.55
"2965",0.8,"Premium","E","SI1",61.5,58,3297,5.97,5.93,3.66
"44524",0.52,"Very Good","E","VS2",59.2,59,1601,5.23,5.27,3.11
"31239",0.42,"Very Good","D","SI1",63,57,756,4.77,4.81,3.02
"46202",0.51,"Premium","H","VVS2",60.8,61,1749,5.12,5.08,3.1
"10814",1.01,"Fair","G","VS1",66.8,61,4864,6.15,6.06,4.08
"22372",0.31,"Very Good","H","VS2",63.1,58,628,4.34,4.31,2.73
